sentence,miti_code,augmented,source
そう。ご飯を普通に200に抑えていたのに、おかわり!!って、言って。[SEP]じゃぁ、食べ過ぎている傾向にあって、それを経験しているがゆえに、やっぱこう、食事をやめちゃうとも増えちゃうかなって。[SEP]そう。』っていう。,2,True,case8!.csv
そう。ご飯を普通に200に抑えていたのに、おかわり!!って、言って。[SEP]じゃぁ、食べ過ぎている傾向にあって、それを経験しているがゆえに、やっぱこう、ご飯をやめちゃうとか増えちゃうかなって。[SEP]そう。ありがとうっていう。,2,True,case8!.csv
そう。ご飯を普通に200に抑えていたのに、おかわり！！って、言って。[SEP]じゃぁ、食べ過ぎている傾向にあって、それを経験しているがゆえに、やっぱこう、タバコをやめちゃうと体重増えちゃうかなって。　[SEP]そう。怖いっていう。,2,False,case8!.csv
"ええと,彼がお腹にいるときは,なんでも分け合っているわけだから,胎児に影響があるかもと分かっていたし,息子に何かがあったら生きていけようと思っていました。[SEP]でも今は何とかやっていけそうもないし,やってみようとすら思えないのですね。[SEP]ええ,その通りです。",2,True,case4.csv
"ええと,彼がお腹にいるときは,なんでも分け合っているわけだから,胎児に影響があるかもと分かっていたし,息子に何かがあったら生きていけると思っていました。[SEP]でも今は何とかやっていけそうもあるし,やってみようとすら思えたのですね。[SEP]ええ,その通りです。",2,True,case4.csv
"ええと,彼がお腹にいるときは,なんでも分け合っているわけだから,胎児に影響があるかもと分かっていたし,息子に何かがあったら生きていけないと思っていました。[SEP]でも今は何とかやっていけそうも無いし,やってみようとすら思えるのですね。[SEP]ええ,その通りです。",2,True,case4.csv
ええと，彼がお腹にいるときは，なんでも分け合っているわけだから，胎児に影響があるかもと分かっていたし，息子に何かがあったら生きていけないと思っていました。[SEP]でも今は何とかやっていけそうもないし，やってみようとすら思えないのですね。[SEP]ええ，その通りです。,2,False,case4.csv
はい。[SEP]それは、やっぱり、どっちかに決めておいた方がいいだろうということですよね。[SEP]そうですね。結局、どっちでもということだと、30分とか、場合によっては、やらなくてもいいかということになりがちだと思います。1人なら1分と決めた方が、その場を確保するために、準備できると思います。また、30分と決めれば、それくらいは絶対確保しようとおもえるだろうし。,2,True,case1.csv
はい。[SEP]それは、やっぱり、どっちかに決めておいた方がいいだろうということですよね。[SEP]そうですね。結局、どっちでもということだと、30分とか、場合によっては、やらなくてもいいかということになりがちだと思います。1回なら1日と決めた方が、その分を確保するために、準備できると思います。また、30分と決めれば、それくらいは絶対確保しようとおもえるだろうし。,2,True,case1.csv
はい。[SEP]それは、やっぱり、どっちかに決めておいた方がいいだろうということですよね。[SEP]そうですね。結局、どっちでもということだと、30分とか、場合によっては、やらなくてもいいかということになりがちだと思います。1日なら1人と決めた方が、そのスペースを確保するために、準備できると思います。また、30分と決めれば、それくらいは絶対確保しようとおもえるだろうし。,2,True,case1.csv
はい。[SEP]それは、やっぱり、どっちかに決めておいた方がいいだろうということですよね。[SEP]そうですね。結局、どっちでもということだと、30分とか、場合によっては、やらなくてもいいかということになりがちだと思います。1時間なら1時間と決めた方が、その時間を確保するために、準備できると思います。また、30分と決めれば、それくらいは絶対確保しようとおもえるだろうし。,2,False,case1.csv
そうですね。昼ましをたくさんかけたり、夜は早めに風呂に入るようにしたり...[SEP]色々工夫してくれてるみたいだね。ありがとう。それが効果を発揮してくれればってところだね。[SEP]そうですね。ただ、そうですよね。,5,True,case7.csv
そうですね。おましをたくさんかけたり、夜は早めに部屋に入るようにしたり...[SEP]色々工夫してくれてるみたいだね。ありがとう。それが効果を発揮してくれればってところだね。[SEP]そうですね。ただ、大変ですよね。,5,True,case7.csv
そうですね。朝ましをたくさんかけたり、夜は早めにトイレに入るようにしたり...[SEP]色々工夫してくれてるみたいだね。ありがとう。それが効果を発揮してくれればってところだね。[SEP]そうですね。ただ、不思議ですよね。,5,True,case7.csv
そうですね。目覚ましをたくさんかけたり、夜は早めに負担に入るようにしたり…[SEP]色々工夫してくれてるみたいだね。ありがとう。それが効果を発揮してくれればってところだね。[SEP]そうですね。ただ、難しいですよね。,5,False,case7.csv
ですね。まずはあれ(禁煙サポートプログラム)に申込んで許可をもらうところから始めてみようかなっと。[SEP]タバコをやめたいという意志があることが伺えます。しかし、タバコをやめることで体重が増加することに対する不安が大きいようですね。過去に禁煙に成功した経験から、食事の量が増えることを経験しているため、それが再び起こるかもしれないという心配があるようです。[SEP],6,True,case8!.csv
ですね。まずはあれ(禁煙サポートプログラム)に申込んでアドバイスをもらうところから始めてみようかなっと。[SEP]禁煙をやめたいという意志があることが伺えます。しかし、タバコをやめることで肥満が増加することに対する不安が大きいようですね。過去に禁煙に成功した経験から、食事の量が増えることを経験しているため、それが再び起こるかもしれないという心配があるようです。[SEP],6,True,case8!.csv
ですね。まずはあれ(禁煙サポートプログラム)に申込んでOKをもらうところから始めてみようかなっと。[SEP]たばこをやめたいという意志があることが伺えます。しかし、タバコをやめることで収入が増加することに対する不安が大きいようですね。過去に禁煙に成功した経験から、食事の量が増えることを経験しているため、それが再び起こるかもしれないという心配があるようです。[SEP],6,True,case8!.csv
ですね。まずはあれ(禁煙サポートプログラム)に申込んでパッチをもらうところから始めてみようかなっと。[SEP]タバコをやめたいという意志があることが伺えます。しかし、タバコをやめることで体重が増加することに対する不安が大きいようですね。過去に禁煙に成功した経験から、食事の量が増えることを経験しているため、それが再び起こるかもしれないという心配があるようです。[SEP],6,False,case8!.csv
そうですね。やっぱり、自分のために仕事は使うべきだという思いがあります。今の仕事は、それが嫌いなわけではないですが、自分が今やるべきことはそれではないと思います。自分の人生やキャリアの優先順位を上げるべきだと思います。[SEP]仕事は仕事で大事だけれど、今自分のために何が必要かということを考えると、それは、将来に向けたことを優先することだということですね。[SEP]はい。,1,True,case1.csv
そうですね。やっぱり、自分のために時間は使うべきだという思いがあります。今の仕事は、それが嫌いなわけではないですが、自分が今やるべきことはそれではないと思います。自分の人生やキャリアの優先順位を上げるべきだと思います。[SEP]仕事は仕事で大事だけれど、今自分のために何が必要かということを考えると、それは、未来に向けた努力を優先することだということですね。[SEP]はい。,1,True,case1.csv
そうですね。やっぱり、自分のために金は使うべきだという思いがあります。今の仕事は、それが嫌いなわけではないですが、自分が今やるべきことはそれではないと思います。自分の人生やキャリアの優先順位を上げるべきだと思います。[SEP]仕事は仕事で大事だけれど、今自分のために何が必要かということを考えると、それは、明日に向けた活動を優先することだということですね。[SEP]はい。,1,True,case1.csv
そうですね。やっぱり、自分のために時間は使うべきだという思いがあります。今の仕事は、それが嫌いなわけではないですが、自分が今やるべきことはそれではないと思います。自分の人生やキャリアの優先順位を上げるべきだと思います。[SEP]仕事は仕事で大事だけれど、今自分のために何が必要かということを考えると、それは、転職に向けた活動を優先することだということですね。[SEP]はい。,1,False,case1.csv
うぅん...たまたま起きるとか、そんなに緊張していなくても起きられるんですよね。[SEP]来られるときは、そうせずにも起きられるのか!それはいいね![SEP]そうなんですよ...逆に起きられない時は、寝るのがいいのかもしれません。,5,True,case7.csv
うぅん...たまたま起きるとか、そんなに意識していなくても起きられるんですよね。[SEP]来られるときは、心配せずにも起きられるのか!それはいいね![SEP]そうなんですよ...逆に起きられない時は、寝るのが難しいのかもしれません。,5,True,case7.csv
うぅん...たまたま起きるとか、そんなにしっかりしていなくても起きられるんですよね。[SEP]来られるときは、意識せずにも起きられるのか!それはいいね![SEP]そうなんですよ...逆に起きられない時は、寝るのが怖いのかもしれません。,5,True,case7.csv
うぅん．．．たまたま起きるとか、そんなに意識していなくても起きられるんですよね。[SEP]来られるときは、意識せずにも起きられるのか！それはいいね！[SEP]そうなんですよ…逆に起きられない時は、寝るのが遅いのかもしれません。,5,False,case7.csv
はい。せっかくなので、大胆に責任を取ってみようと思います。本当に、来年度も今の職場で働き続けるというのは、自分にとって良いことではないと思うので。[SEP]怠管理に関して少し困っているようですね。特に大きな問題があったわけではないけれど、朝の仕事に間に合わせることが難しかったということが理解できます。日常生活での小さな挑戦にも前向きに取り組んでいることは、とても良いことだと思います。[SEP]実際どうなるかはわからないですけどね。計画的に進められるといいとは思います。,5,True,case1.csv
はい。せっかくなので、大胆にコミュニケーションを取ってみようと思います。本当に、来年度も今の職場で働き続けるというのは、自分にとって良いことではないと思うので。[SEP]務管理に関して少し困っているようですね。特に大きな問題があったわけではないけれど、朝の時間に間に合わせることが難しかったということが理解できます。日常生活での小さな挑戦にも前向きに取り組んでいることは、とても良いことだと思います。[SEP]実際どうなるかはわからないですけどね。計画的に進められるといいとは思います。,5,True,case1.csv
はい。せっかくなので、大胆に時間を取ってみようと思います。本当に、来年度も今の職場で働き続けるというのは、自分にとって良いことではないと思うので。[SEP]健康管理に関して少し困っているようですね。特に大きな問題があったわけではないけれど、朝の勤務に間に合わせることが難しかったということが理解できます。日常生活での小さな挑戦にも前向きに取り組んでいることは、とても良いことだと思います。[SEP]実際どうなるかはわからないですけどね。計画的に進められるといいとは思います。,5,True,case1.csv
はい。せっかくなので、大胆に時間を取ってみようと思います。本当に、来年度も今の職場で働き続けるというのは、自分にとって良いことではないと思うので。[SEP]時間管理に関して少し困っているようですね。特に大きな問題があったわけではないけれど、朝の時間に間に合わせることが難しかったということが理解できます。日常生活での小さな挑戦にも前向きに取り組んでいることは、とても良いことだと思います。[SEP]実際どうなるかはわからないですけどね。計画的に進められるといいとは思います。,5,False,case1.csv
わかりました。とにかくわかりました。[SEP]あなたが禁煙しようとしていること、そしてそれが非常に難しいことを理解しています。しかし、皆さんの健康のためにも、あなた自身のためにも、禁煙は避けられない道です。肺がんや心疾患など、喫煙によるリスクは非常に高く、今がやめる時です。[SEP],6,True,case3.csv
わかりました。とにかくわかりました。[SEP]あなたが禁煙しようとしている理由、そしてそれが非常に難しい事を理解しています。しかし、みなさんの健康のためにも、あなた自身のためにも、禁煙は避けられない道です。肺がんや心疾患など、喫煙によるリスクは非常に高く、今がやめる時です。[SEP],6,True,case3.csv
わかりました。とにかくわかりました。[SEP]あなたが禁煙しようとしているか、そしてそれが非常に難しい理由を理解しています。しかし、患者さんの健康のためにも、あなた自身のためにも、禁煙は避けられない道です。肺がんや心疾患など、喫煙によるリスクは非常に高く、今がやめる時です。[SEP],6,True,case3.csv
わかりました。とにかくわかりました。[SEP]あなたが禁煙しようとしていること、そしてそれが非常に難しいことを理解しています。しかし、息子さんの健康のためにも、あなた自身のためにも、禁煙は避けられない道です。肺がんや心疾患など、喫煙によるリスクは非常に高く、今がやめる時です。[SEP],6,False,case3.csv
曜日によって業務内容は変わってくるのですが、月、火、木は1日開発の仕事をしていて、木曜日は英会話に通っているので、その前の仕事ですかね。月、火は、簡単な書類作成なら、休憩時間などに出来ると思います。水と金は、ミーティングが多くなるので、なかなか日中行うのは難しいですね。この日は退勤後かなと思います。[SEP]だいぶ具体的に考えられていますね!それでは、先ほどは1日1時間とることの自信度は6点か7点ということでしたが、これを、もう少し上げるとすると、何があると上がってきそうですか?[SEP]そうですね...月、火の仕事中に突発的な業務が発生した時や、水、金に疲れて帰宅したときなんかが難しいと思います。この辺りの対処法を見つけることができれば、自信度は高まると思います。,3,True,case1.csv
曜日によって業務内容は変わってくるのですが、月、火、木は1日開発の仕事をしていて、木曜日は英会話に通っているので、その前の時間ですかね。月、火は、簡単な書類作成なら、休憩中などに出来ると思います。水と金は、ミーティングが多くなるので、なかなか日中行うのは難しいですね。この日は退勤後かなと思います。[SEP]だいぶ具体的に考えられていますね!それでは、先ほどは1日1回とることの自信度は6点か7点ということでしたが、これを、もう少し上げるとすると、何があると上がってきそうですか?[SEP]そうですね...月、火の仕事中に突発的な業務が発生した時や、水、金に疲れて帰宅したときなんかが難しいと思います。この辺りの対処法を見つけることができれば、自信度は高まると思います。,3,True,case1.csv
曜日によって業務内容は変わってくるのですが、月、火、木は1日開発の仕事をしていて、木曜日は英会話に通っているので、その前の日ですかね。月、火は、簡単な書類作成なら、休憩時などに出来ると思います。水と金は、ミーティングが多くなるので、なかなか日中行うのは難しいですね。この日は退勤後かなと思います。[SEP]だいぶ具体的に考えられていますね!それでは、先ほどは1日1日とることの自信度は6点か7点ということでしたが、これを、もう少し上げるとすると、何があると上がってきそうですか?[SEP]そうですね...月、火の仕事中に突発的な業務が発生した時や、水、金に疲れて帰宅したときなんかが難しいと思います。この辺りの対処法を見つけることができれば、自信度は高まると思います。,3,True,case1.csv
曜日によって業務内容は変わってくるのですが、月、火、木は1日開発の仕事をしていて、木曜日は英会話に通っているので、その前の時間ですかね。月、火は、簡単な書類作成なら、休憩時間などに出来ると思います。水と金は、ミーティングが多くなるので、なかなか日中行うのは難しいですね。この日は退勤後かなと思います。[SEP]だいぶ具体的に考えられていますね！それでは、先ほどは1日1時間とることの自信度は6点か7点ということでしたが、これを、もう少し上げるとすると、何があると上がってきそうですか？[SEP]そうですね…月、火の仕事中に突発的な業務が発生した時や、水、金に疲れて帰宅したときなんかが難しいと思います。この辺りの対処法を見つけることができれば、自信度は高まると思います。,3,False,case1.csv
毎月。[SEP]じゃあ今、お金を貯めて何かやりたい事があるとそんな感じですか?[SEP]お金を貯めて何かやりたいというわけではないんですけど、日々の仕事が厳しくて、追われてお金のお金とか,3,True,case6!.csv
毎月。[SEP]じゃあ今、お金を貯めて何かやりたい事があるとそんな感じですか?[SEP]お金を貯めて何かやりたいというわけでは無いんですけど、日々の生活が厳しくて、追われてお店のお金とか,3,True,case6!.csv
毎月。[SEP]じゃあ今、お金を貯めて何かやりたい事があるとそんな感じですか?[SEP]お金を貯めて何かやりたいというわけではあるんですけど、日々の暮らしが厳しくて、追われてお下がりのお金とか,3,True,case6!.csv
毎月。[SEP]じゃあ今、お金を貯めて何かやりたい事があるとそんな感じですか？[SEP]お金を貯めて何かやりたいというわけではないんですけど、日々の生活が厳しくて、追われてお付き合いのお金とか,3,False,case6!.csv
そうですね。目覚ましをたくさんかけたり、夜は早めに負担に入るようにしたり...[SEP]あなたが体調管理を改善しようとする努力をしていることがわかります。目覚ましを複数設定したり、早めに休むよう努めたりと、具体的な対策を講じているのは素晴らしいですね。[SEP]そうですね。ただ、難しいですよね,5,True,case7.csv
そうですね。昼ましをたくさんかけたり、夜は早めに負担に入るようにしたり...[SEP]あなたが健康管理を改善しようとする努力をしているのがわかります。目覚ましを複数設定したり、早めに休むよう努めたりと、具体的な対策を講じているのは素晴らしいですね。[SEP]そうですね。ただ、難しいですよね,5,True,case7.csv
そうですね。おましをたくさんかけたり、夜は早めに負担に入るようにしたり...[SEP]あなたが睡眠管理を改善しようとする努力をしている様子がわかります。目覚ましを複数設定したり、早めに休むよう努めたりと、具体的な対策を講じているのは素晴らしいですね。[SEP]そうですね。ただ、難しいですよね,5,True,case7.csv
そうですね。目覚ましをたくさんかけたり、夜は早めに負担に入るようにしたり...[SEP]あなたが時間管理を改善しようとする努力をしていることがわかります。目覚ましを複数設定したり、早めに休むよう努めたりと、具体的な対策を講じているのは素晴らしいですね。[SEP]そうですね。ただ、難しいですよね,5,False,case7.csv
そうですね。あとは、いいですかね。どうしても、なかなかうまく言葉が使えていない感じがするので、その辺りについてご相談させていただければと思います。[SEP]言葉の使い方について相談できると、今後、今のお仕事をしながら少なくとも今以上には、転職活動を効率的に進めることができるだろうということですね。[SEP]はい。,2,True,case1.csv
そうですね。あとは、どうですかね。どうしても、なかなかうまく気が使えていない感じがするので、その辺りについてご相談させていただければと思います。[SEP]時間の使い方について相談できると、今後、今のお仕事をしながら少なくとも今以上には、転職活動を効率的に進めることができるだろうということですね。[SEP]はい。,2,True,case1.csv
そうですね。あとは、なんですかね。どうしても、なかなかうまくパソコンが使えていない感じがするので、その辺りについてご相談させていただければと思います。[SEP]力の使い方について相談できると、今後、今のお仕事をしながら少なくとも今以上には、転職活動を効率的に進めることができるだろうということですね。[SEP]はい。,2,True,case1.csv
そうですね。あとは、時間ですかね。どうしても、なかなかうまく時間が使えていない感じがするので、その辺りについてご相談させていただければと思います。[SEP]時間の使い方について相談できると、今後、今のお仕事をしながら少なくとも今以上には、転職活動を効率的に進めることができるだろうということですね。[SEP]はい。,2,False,case1.csv
」。わかんない。[SEP]勝手に想像してしまいました。[SEP]えぇ,0,True,case2!.csv
です。わかんた。[SEP]本当に想像してしまいました。[SEP]えぇ,0,True,case2!.csv
ね。わかんず。[SEP]素直に想像してしまいました。[SEP]えぇ,0,True,case2!.csv
難しい。わかんない。[SEP]勝手に想像してしまいました。[SEP]えぇ,0,False,case2!.csv
まぁ、そうですね。[SEP]あるんですね。別に責める必要はないんですよ。きちんと飲めた方がいいのかと思いまして。[SEP]そうですね。,0,True,case9.csv
まぁ、そうですね。[SEP]あるんですね。別に責めることはあるんですよ。きちんと飲めた方が良いのかと思いまして。[SEP]そうですね。,0,True,case9.csv
まぁ、そうですね。[SEP]あるんですね。別に責めるのは無いんですよ。きちんと飲めた方がよいのかと思いまして。[SEP]そうですね。,0,True,case9.csv
まぁ、そうですね。[SEP]あるんですね。別に責めるつもりはないんですよ。きちんと飲めた方が良いのかと思いまして。[SEP]そうですね。,0,False,case9.csv
そうです。どうせこんなに書いたって無駄だろうと思ってしまいます。[SEP]ただ、ご自身としては、そうも言っていられない状況だと。[SEP]そうですね。何とかして、脱出しなくてはいけないと思います。,2,True,case1.csv
そうです。どうせこんなこと書いたって無駄だろうと思ってしまいます。[SEP]ただ、ご自身としては、そうも言っていられぬ状況だと。[SEP]そうですね。何とかして、脱出しなくてはいけたと思います。,2,True,case1.csv
そうです。どうせこんな事書いたって無駄だろうと思ってしまいます。[SEP]ただ、ご自身としては、そうも言っていられた状況だと。[SEP]そうですね。何とかして、脱出しなくてはいけぬと思います。,2,True,case1.csv
そうです。どうせこんな書類書いたって無駄だろうと思ってしまいます。[SEP]ただ、ご自身としては、そうも言っていられない状況だと。[SEP]そうですね。何とかして、脱出しなくてはいけないと思います。,2,False,case1.csv
"たぶん5くらいだと,迷っているところ。以前やったことがあるからできると思うけれど,同時にすごく難しいとも感じている,同じ状況じゃないし。[SEP]では2や3ではなく,5としたのはどうしてでしょう。[SEP]私にとっても良くないと分かっているし,彼がタバコをすってもいいと思って成長してほしくない。彼にはそういうことをしてほしくない。噛むタバコとかそういったものをしてほしくない。だから、特に彼がお母さんがタバコを吸っているとわかるくらいの年になる前に,やめるべきなのは分かっている。",3,True,case4.csv
"たぶん5くらいだと,迷っているところ。以前やった経験があるからできると思うけれど,同時にすごく難しいとも感じている,同じ状況じゃないし。[SEP]では2や3ではなく,5としたのはどうしてでしょう。[SEP]私にとっても良くないと分かっているし,彼が何をすってもいいと思って成長してほしくない。彼にはそういうものをしてほしくない。噛むタバコとかそういったものをしてほしくない。だから、特に彼がお母さんがタバコを吸っているとわかるくらいの年になる前に,やめるべきなのは分かっている。",3,True,case4.csv
"たぶん5くらいだと,迷っているところ。以前やった事があるからできると思うけれど,同時にすごく難しいとも感じている,同じ状況じゃないし。[SEP]では2や3ではなく,5としたのはどうしてでしょう。[SEP]私にとっても良くないと分かっているし,彼が煙草をすってもいいと思って成長してほしくない。彼にはそういう事をしてほしくない。噛むタバコとかそういったものをしてほしくない。だから、特に彼がお母さんがタバコを吸っているとわかるくらいの年になる前に,やめるべきなのは分かっている。",3,True,case4.csv
